Property_ID,Zone,Date,phase,monthly_production,daily_production
3504925000,SPRG,2015-11-30,Gas,16397.0,546.5666666666667
3504925000,SPRG,2015-12-31,Oil,6878.0,221.8709677419355
3504925000,SPRG,2015-12-31,Gas,15476.0,499.2258064516129
3504925000,SPRG,2016-01-31,Oil,7728.0,249.29032258064515
3504925000,SPRG,2016-01-31,Gas,17524.0,565.2903225806451
3504925000,SPRG,2016-02-29,Oil,5834.0,201.17241379310346
3504925000,SPRG,2016-02-29,Gas,16358.0,564.0689655172414
3504925000,SPRG,2016-03-31,Oil,6294.0,203.03225806451613
3504925000,SPRG,2016-03-31,Gas,15197.0,490.2258064516129
3504925000,SPRG,2016-04-30,Oil,5111.0,170.36666666666667
3504925000,SPRG,2016-04-30,Gas,11298.0,376.6
3504925000,SPRG,2016-05-31,Oil,4683.0,151.06451612903226
3504925000,SPRG,2016-05-31,Gas,6862.0,221.3548387096774
3504925000,SPRG,2016-06-30,Oil,5183.0,172.76666666666668
3504925000,SPRG,2016-06-30,Gas,7995.0,266.5
3504925000,SPRG,2016-07-31,Oil,5029.0,162.2258064516129
3504925000,SPRG,2016-07-31,Gas,7155.0,230.80645161290323
3504925000,SPRG,2016-08-31,Oil,5705.0,184.03225806451613
3504925000,SPRG,2016-08-31,Gas,8438.0,272.19354838709677
3504925000,SPRG,2016-09-30,Oil,4911.0,163.7
3504925000,SPRG,2016-09-30,Gas,8218.0,273.93333333333334
3504925000,SPRG,2016-10-31,Oil,0.59,0.01903225806451613
3504925000,SPRG,2016-10-31,Gas,8414.0,271.4193548387097
3504925000,SPRG,2016-11-30,Oil,3847.0,128.23333333333332
3504925000,SPRG,2016-11-30,Gas,6997.0,233.23333333333332
3504925000,SPRG,2016-12-31,Oil,5172.0,166.83870967741936
3504925000,SPRG,2016-12-31,Gas,8547.0,275.7096774193548
3504925000,SPRG,2017-01-31,Oil,384.73,12.410645161290324
3504925000,SPRG,2017-01-31,Gas,6242.0,201.3548387096774
3504925000,SPRG,2017-02-28,Oil,3993.38,142.62071428571429
3504925000,SPRG,2017-02-28,Gas,7771.0,277.5357142857143
3504925000,SPRG,2017-03-31,Oil,4696.82,151.51032258064515
3504925000,SPRG,2017-03-31,Gas,8449.0,272.5483870967742
3504925000,SPRG,2017-04-30,Oil,4168.8,138.96
3504925000,SPRG,2017-04-30,Gas,8072.0,269.06666666666666
3504925000,SPRG,2017-05-31,Oil,3840.92,123.90064516129033
3504925000,SPRG,2017-05-31,Gas,8917.0,287.64516129032256
3504925000,SPRG,2017-06-30,Oil,4547.89,151.59633333333335
3504925000,SPRG,2017-06-30,Gas,8560.0,285.3333333333333
3504925000,SPRG,2017-07-31,Oil,3888.6,125.43870967741935
3504925000,SPRG,2017-07-31,Gas,8643.0,278.80645161290323
3504925000,SPRG,2017-08-31,Oil,3481.26,112.29870967741937
3504925000,SPRG,2017-08-31,Gas,8100.0,261.2903225806452
3504925000,SPRG,2017-09-30,Oil,3988.67,132.95566666666667
3504925000,SPRG,2017-09-30,Gas,7770.0,259.0
3504925000,SPRG,2017-10-31,Oil,3379.42,109.01354838709678
3504925000,SPRG,2017-10-31,Gas,7500.0,241.93548387096774
3504925000,SPRG,2017-11-30,Oil,3929.81,130.99366666666666
3504925000,SPRG,2017-11-30,Gas,9847.0,328.23333333333335
3504925000,SPRG,2017-12-31,Oil,3337.04,107.64645161290322
3504925000,SPRG,2017-12-31,Gas,8313.0,268.16129032258067
3504925000,SPRG,2018-01-31,Oil,3802.66,122.66645161290322
3504925000,SPRG,2018-01-31,Gas,8310.0,268.06451612903226
3504925000,SPRG,2018-02-28,Oil,2709.54,96.76928571428572
3504925000,SPRG,2018-02-28,Gas,8467.0,302.39285714285717
3504925000,SPRG,2018-03-31,Oil,4960.0,160.0
3504925000,SPRG,2018-03-31,Gas,32473.0,1047.516129032258
3504925000,SPRG,2018-04-30,Oil,3753.0,125.1
3504925000,SPRG,2018-04-30,Gas,13636.0,454.53333333333336
3504925000,SPRG,2018-06-30,Gas,15.0,0.5
3504925000,SPRG,2018-07-31,Oil,174.24,5.620645161290323
3504925000,SPRG,2018-07-31,Gas,14.0,0.45161290322580644
3504925000,SPRG,2018-08-31,Oil,187.19,6.038387096774193
3504925000,SPRG,2018-08-31,Gas,2.0,0.06451612903225806
3504925000,SPRG,2018-09-30,Oil,183.07,6.102333333333333
3504925000,SPRG,2018-10-31,Oil,356.13,11.488064516129032
3504925000,SPRG,2018-11-30,Oil,563.34,18.778000000000002
3504925000,SPRG,2018-12-31,Oil,910.05,29.356451612903225
3504925000,SPRG,2019-01-31,Oil,759.06,24.485806451612902
3504925000,SPRG,2019-02-28,Oil,927.05,33.10892857142857
3504925000,SPRG,2019-02-28,Gas,155.0,5.535714285714286
3504925000,SPRG,2019-03-31,Oil,1048.13,33.810645161290324
3504925000,SPRG,2019-03-31,Gas,606.0,19.548387096774192
3504925000,SPRG,2019-04-30,Oil,1192.67,39.75566666666667
3504925000,SPRG,2019-04-30,Gas,919.0,30.633333333333333
3504925000,SPRG,2019-05-31,Oil,1315.19,42.425483870967746
