,UID,IRR,Life,Payout,ROI,DROI,0.05,0.08,0.09,0.1,0.12,0.15,0.2,0.25,0.3,0.35,0.4,0.5,0.6,0.7,0.8,0.9,1.0
30,81325.0,1.0,50.0,2.75,0.0,0.0,254028.4719285614,205297.6705371972,192541.65103441395,181056.08662151638,161160.2497937635,137092.82980974068,107234.25302792153,85581.89992480582,69245.82363127277,56594.60086035421,46615.062851721406,32185.47075958549,22616.13247314019,16103.094643398063,11586.577379063097,8409.437696492269,6148.74878388745
31,81251.0,1.0,50.0,2.75,0.0,0.0,254028.4719285614,205297.6705371972,192541.65103441395,181056.08662151638,161160.2497937635,137092.82980974068,107234.25302792153,85581.89992480582,69245.82363127277,56594.60086035421,46615.062851721406,32185.47075958549,22616.13247314019,16103.094643398063,11586.577379063097,8409.437696492269,6148.74878388745
32,81187.0,1.0,50.0,2.75,0.0,0.0,254028.4719285614,205297.6705371972,192541.65103441395,181056.08662151638,161160.2497937635,137092.82980974068,107234.25302792153,85581.89992480582,69245.82363127277,56594.60086035421,46615.062851721406,32185.47075958549,22616.13247314019,16103.094643398063,11586.577379063097,8409.437696492269,6148.74878388745
33,81305.0,1.0,50.0,2.75,0.0,0.0,254028.4719285614,205297.6705371972,192541.65103441395,181056.08662151638,161160.2497937635,137092.82980974068,107234.25302792153,85581.89992480582,69245.82363127277,56594.60086035421,46615.062851721406,32185.47075958549,22616.13247314019,16103.094643398063,11586.577379063097,8409.437696492269,6148.74878388745
34,81244.0,1.0,50.0,3.75,0.0,0.0,396600.0122570066,313767.745237443,292078.54163194826,272566.997940632,238849.56905893484,198322.93376104432,148799.01249440567,113787.46606292564,88157.83753088408,68961.34314278449,54349.047080621036,34337.41750645136,22071.26823617904,14374.720938110637,9461.955471172852,6283.938137747157,4205.601407984957
35,81214.0,1.0,50.0,3.75,0.0,0.0,396600.0122570066,313767.745237443,292078.54163194826,272566.997940632,238849.56905893484,198322.93376104432,148799.01249440567,113787.46606292564,88157.83753088408,68961.34314278449,54349.047080621036,34337.41750645136,22071.26823617904,14374.720938110637,9461.955471172852,6283.938137747157,4205.601407984957
36,81324.0,1.0,50.0,3.75,0.0,0.0,396600.0122570066,313767.745237443,292078.54163194826,272566.997940632,238849.56905893484,198322.93376104432,148799.01249440567,113787.46606292564,88157.83753088408,68961.34314278449,54349.047080621036,34337.41750645136,22071.26823617904,14374.720938110637,9461.955471172852,6283.938137747157,4205.601407984957
37,81250.0,1.0,50.0,3.75,0.0,0.0,396600.0122570066,313767.745237443,292078.54163194826,272566.997940632,238849.56905893484,198322.93376104432,148799.01249440567,113787.46606292564,88157.83753088408,68961.34314278449,54349.047080621036,34337.41750645136,22071.26823617904,14374.720938110637,9461.955471172852,6283.938137747157,4205.601407984957
38,81186.0,1.0,50.0,3.75,0.0,0.0,396600.0122570066,313767.745237443,292078.54163194826,272566.997940632,238849.56905893484,198322.93376104432,148799.01249440567,113787.46606292564,88157.83753088408,68961.34314278449,54349.047080621036,34337.41750645136,22071.26823617904,14374.720938110637,9461.955471172852,6283.938137747157,4205.601407984957
39,81245.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
40,81215.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
41,81325.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
42,81251.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
43,81187.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
44,81305.0,1.0,50.0,3.75,0.0,0.0,242859.88120092053,190624.75276218116,177048.37801721983,164873.97838585012,143926.58058474064,118910.3829754191,88600.74257518536,67364.99329291935,51934.215955036074,40448.958951684384,31754.052440534862,19926.29572506218,12734.149974057085,8251.655525301507,5407.086532352887,3576.4091250499696,2384.696537816796
45,81244.0,1.0,50.0,4.75,0.0,0.0,377358.9048039268,289774.5864109467,267080.31136710895,246779.54489343226,212010.82191017462,170894.84051886632,122056.993366148,88868.93718652507,65568.51975043338,48854.49172368566,36680.89659791018,21045.84359622387,12294.44515092062,7282.6805411477035,4363.201128335049,2639.4056444562034,1610.144518040227
46,81214.0,1.0,50.0,4.75,0.0,0.0,377358.9048039268,289774.5864109467,267080.31136710895,246779.54489343226,212010.82191017462,170894.84051886632,122056.993366148,88868.93718652507,65568.51975043338,48854.49172368566,36680.89659791018,21045.84359622387,12294.44515092062,7282.6805411477035,4363.201128335049,2639.4056444562034,1610.144518040227
47,81324.0,1.0,50.0,4.75,0.0,0.0,377358.9048039268,289774.5864109467,267080.31136710895,246779.54489343226,212010.82191017462,170894.84051886632,122056.993366148,88868.93718652507,65568.51975043338,48854.49172368566,36680.89659791018,21045.84359622387,12294.44515092062,7282.6805411477035,4363.201128335049,2639.4056444562034,1610.144518040227
48,81250.0,1.0,50.0,4.75,0.0,0.0,377358.9048039268,289774.5864109467,267080.31136710895,246779.54489343226,212010.82191017462,170894.84051886632,122056.993366148,88868.93718652507,65568.51975043338,48854.49172368566,36680.89659791018,21045.84359622387,12294.44515092062,7282.6805411477035,4363.201128335049,2639.4056444562034,1610.144518040227
49,81186.0,1.0,50.0,4.75,0.0,0.0,377358.9048039268,289774.5864109467,267080.31136710895,246779.54489343226,212010.82191017462,170894.84051886632,122056.993366148,88868.93718652507,65568.51975043338,48854.49172368566,36680.89659791018,21045.84359622387,12294.44515092062,7282.6805411477035,4363.201128335049,2639.4056444562034,1610.144518040227
50,81245.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
51,81215.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
52,81325.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
53,81251.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
54,81187.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
55,81305.0,1.0,50.0,4.75,0.0,0.0,231077.97384024214,176048.74121097615,161895.9732488052,149276.0425109009,127754.77480769203,102465.81910577662,72678.2132946705,52613.24209699442,38627.28493842453,28655.841411832324,21431.621619490907,12213.34783595402,7093.5317698717045,4180.663501499327,2493.4532411135046,1502.2292886998757,913.0315977439933
56,81244.0,1.0,50.0,5.75,0.0,0.0,358992.1833776207,267566.6836314179,244175.01108815146,223387.91145561048,188148.83965201292,147227.37487518322,100096.6751988629,69389.19904568285,48753.85873414428,34599.98899976207,24748.830045172104,12894.993722642557,6846.007095764251,3688.2602743902285,2011.2244949704764,1108.1653590176431,616.1970043281668
57,81214.0,1.0,50.0,5.75,0.0,0.0,358992.1833776207,267566.6836314179,244175.01108815146,223387.91145561048,188148.83965201292,147227.37487518322,100096.6751988629,69389.19904568285,48753.85873414428,34599.98899976207,24748.830045172104,12894.993722642557,6846.007095764251,3688.2602743902285,2011.2244949704764,1108.1653590176431,616.1970043281668
58,81324.0,1.0,50.0,5.75,0.0,0.0,358992.1833776207,267566.6836314179,244175.01108815146,223387.91145561048,188148.83965201292,147227.37487518322,100096.6751988629,69389.19904568285,48753.85873414428,34599.98899976207,24748.830045172104,12894.993722642557,6846.007095764251,3688.2602743902285,2011.2244949704764,1108.1653590176431,616.1970043281668
59,81250.0,1.0,50.0,5.75,0.0,0.0,358992.1833776207,267566.6836314179,244175.01108815146,223387.91145561048,188148.83965201292,147227.37487518322,100096.6751988629,69389.19904568285,48753.85873414428,34599.98899976207,24748.830045172104,12894.993722642557,6846.007095764251,3688.2602743902285,2011.2244949704764,1108.1653590176431,616.1970043281668
60,81186.0,1.0,50.0,5.75,0.0,0.0,358992.1833776207,267566.6836314179,244175.01108815146,223387.91145561048,188148.83965201292,147227.37487518322,100096.6751988629,69389.19904568285,48753.85873414428,34599.98899976207,24748.830045172104,12894.993722642557,6846.007095764251,3688.2602743902285,2011.2244949704764,1108.1653590176431,616.1970043281668
61,81245.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
62,81215.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
63,81325.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
64,81251.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
65,81187.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
66,81305.0,1.0,50.0,5.75,0.0,0.0,219831.00253719513,162556.62177532897,148011.47587707333,135126.52915082246,113375.87592701043,88275.18440917153,59602.05400412525,41080.616511081724,28721.545039287572,20294.79301997587,14460.048969561873,7483.23738875142,3949.9439164958526,2117.266441395098,1149.361234581601,630.7171701839328,349.41418554874866
67,81244.0,1.0,50.0,6.75,0.0,0.0,341519.4025782803,247060.76221600227,223234.11162250603,202213.51411458798,166972.54198371648,126837.64967289791,82087.42579632865,54179.346536974874,36251.21858044061,24504.588965015242,16698.190213804904,7900.888474569186,3812.112916030616,1867.8924298251998,927.0771275934247,465.2678020546224,235.81656422067857
68,81214.0,1.0,50.0,6.75,0.0,0.0,341519.4025782803,247060.76221600227,223234.11162250603,202213.51411458798,166972.54198371648,126837.64967289791,82087.42579632865,54179.346536974874,36251.21858044061,24504.588965015242,16698.190213804904,7900.888474569186,3812.112916030616,1867.8924298251998,927.0771275934247,465.2678020546224,235.81656422067857
69,81324.0,1.0,50.0,6.75,0.0,0.0,341519.4025782803,247060.76221600227,223234.11162250603,202213.51411458798,166972.54198371648,126837.64967289791,82087.42579632865,54179.346536974874,36251.21858044061,24504.588965015242,16698.190213804904,7900.888474569186,3812.112916030616,1867.8924298251998,927.0771275934247,465.2678020546224,235.81656422067857
70,81250.0,1.0,50.0,6.75,0.0,0.0,341519.4025782803,247060.76221600227,223234.11162250603,202213.51411458798,166972.54198371648,126837.64967289791,82087.42579632865,54179.346536974874,36251.21858044061,24504.588965015242,16698.190213804904,7900.888474569186,3812.112916030616,1867.8924298251998,927.0771275934247,465.2678020546224,235.81656422067857
71,81186.0,1.0,50.0,6.75,0.0,0.0,341519.4025782803,247060.76221600227,223234.11162250603,202213.51411458798,166972.54198371648,126837.64967289791,82087.42579632865,54179.346536974874,36251.21858044061,24504.588965015242,16698.190213804904,7900.888474569186,3812.112916030616,1867.8924298251998,927.0771275934247,465.2678020546224,235.81656422067857
72,81245.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
73,81215.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
74,81325.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
75,81251.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
76,81187.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
77,81305.0,1.0,50.0,6.75,0.0,0.0,209131.44110359345,150098.51874680625,135317.7386175115,122318.21378179082,100615.33325518359,76049.8305725634,48878.53842949607,32075.89925402006,21356.073841556172,14373.28668191163,9756.285357892306,4585.05256450292,2199.476572407707,1072.274097700083,529.7998878731757,264.8092083926237,133.7196580757641
78,81244.0,1.0,50.0,7.75,0.0,0.0,324897.0527437295,228126.38478875536,204089.14233200846,183046.1864481687,148179.65302400247,109271.7260508362,67318.3745661945,42303.43672422373,26954.806915550456,17354.77084540333,11266.373234915922,4840.9514599428385,2122.727113963815,945.9804541519567,427.3376754589953,195.3446079749663,90.24622250716041
79,81214.0,1.0,50.0,7.75,0.0,0.0,324897.0527437295,228126.38478875536,204089.14233200846,183046.1864481687,148179.65302400247,109271.7260508362,67318.3745661945,42303.43672422373,26954.806915550456,17354.77084540333,11266.373234915922,4840.9514599428385,2122.727113963815,945.9804541519567,427.3376754589953,195.3446079749663,90.24622250716041
80,81324.0,1.0,50.0,7.75,0.0,0.0,324897.0527437295,228126.38478875536,204089.14233200846,183046.1864481687,148179.65302400247,109271.7260508362,67318.3745661945,42303.43672422373,26954.806915550456,17354.77084540333,11266.373234915922,4840.9514599428385,2122.727113963815,945.9804541519567,427.3376754589953,195.3446079749663,90.24622250716041
81,81250.0,1.0,50.0,7.75,0.0,0.0,324897.0527437295,228126.38478875536,204089.14233200846,183046.1864481687,148179.65302400247,109271.7260508362,67318.3745661945,42303.43672422373,26954.806915550456,17354.77084540333,11266.373234915922,4840.9514599428385,2122.727113963815,945.9804541519567,427.3376754589953,195.3446079749663,90.24622250716041
82,81186.0,1.0,50.0,7.75,0.0,0.0,324897.0527437295,228126.38478875536,204089.14233200846,183046.1864481687,148179.65302400247,109271.7260508362,67318.3745661945,42303.43672422373,26954.806915550456,17354.77084540333,11266.373234915922,4840.9514599428385,2122.727113963815,945.9804541519567,427.3376754589953,195.3446079749663,90.24622250716041
83,81245.0,1.0,50.0,7.75,0.0,0.0,198952.64613855229,138595.18661210657,123712.63968588988,110723.96750506501,89290.99954710793,65517.58309909235,40084.382307333995,25044.982289311632,15879.434386351259,10179.525843750827,6582.626669175646,2809.30644414081,1224.750855921535,543.0453712008613,244.212100378179,111.18123964990218,51.174072763581584
